Number	ConceptA	ConceptB	DirA	DirB	LinksAAB	LinksABA	LinksBAB	LinksBBA
86	UNTIE	EXPLAIN	1	1	2	0	7	0
87	BUILD	LIFT	1	-1	2	0	0	3
88	GOLD	MONEY	-1	1	2	3	3	0
89	SILVER	MONEY	-1	1	3	7	17	6
90	BASKET	BEEHIVE	1	1	3	0	2	0
91	THROW	SHOOT	1	1	4	0	6	0
92	THROW	LEAVE	1	1	2	0	5	0
93	JUMP	DANCE	1	1	5	0	4	0
94	GO UP (ASCEND)	GO OUT	1	-1	2	0	0	3
95	TAKE	BUY	0	1	3	3	5	0
96	LEAD (GUIDE)	RULE	1	1	4	0	3	0
97	FIND	SEE	-1	-1	0	6	0	5
98	MARKET	SUNDAY	1	1	3	0	3	1
99	AFTER	BEHIND	0	-1	9	9	0	2
100	NEAR	RELATIVES	1	1	2	0	2	0
101	INSIDE	HEART	1	-1	3	0	0	2
102	PUT	BURY	1	1	4	0	2	0
103	OPEN	EXPLAIN	1	1	3	0	2	0
104	LOW	DEEP	-1	1	0	2	2	0
105	LEFT	BAD LUCK	1	1	2	0	2	0
106	BIG	THICK	1	-1	4	0	1	2
107	SMALL	THIN (OF SHAPE OF OBJECT)	1	-1	3	0	0	2
108	SMALL	YOUNG	1	1	4	2	3	0
109	LONG	FOR A LONG TIME	1	1	10	0	2	0
110	STRAIGHT	CORRECT (RIGHT)	1	1	4	3	5	0
111	SMOOTH	BALD	1	1	2	0	2	0
112	EMPTY	NAKED	1	-1	5	0	0	2
113	EARLY	MORNING	-1	1	8	10	2	1
114	MORNING	TOMORROW	-1	1	4	5	4	0
115	TOMORROW	YESTERDAY	0	-1	2	2	0	2
116	YEAR	WINTER	1	-1	3	2	0	2
117	YEAR	SUMMER	1	-1	5	0	1	3
118	YEAR	HARVEST	1	0	2	0	2	2
119	HOUR	CLOCK	-1	1	5	6	4	0
120	WEEK	SUNDAY	1	-1	11	2	0	6
121	SEE	TRY	1	1	2	0	4	0
122	SEE	MEET	1	1	3	0	3	0
123	HARD	DIFFICULT	1	1	3	0	2	0
124	SOUL	GHOST	1	1	3	0	2	0
125	LOVE	WANT	-1	1	3	5	3	1
126	GOOD	BEAUTIFUL	1	-1	20	3	0	4
127	BAD	WEAK	1	-1	2	0	0	2
128	LEARN	READ	1	-1	2	0	1	4
129	READ	SING	1	-1	4	0	0	4
130	READ	SPEAK	-1	1	0	10	2	0
131	CAUSE	LEAD (GUIDE)	1	-1	3	0	0	3
132	SPEAK	PROMISE	1	1	6	0	3	0
133	SPEECH	WORD	-1	-1	2	10	0	8
134	PAPER	BOOK	1	1	8	0	3	0
135	COUNTRY	VILLAGE	1	1	3	0	2	0
