Number	ConceptA	ConceptB	DirA	DirB	LinksAAB	LinksABA	LinksBAB	LinksBBA
40	FAMILY	HOUSE	-1	-1	0	12	0	3
41	NEST	SPIDER WEB	1	1	9	0	1	0
42	FIN	WING	-1	-1	5	12	0	4
43	INSECT	WORM	1	-1	4	3	0	1
44	FLY (INSECT)	MOSQUITO	1	-1	4	2	0	1
45	WORM	SNAKE	-1	1	2	6	1	0
46	BEARD	CHIN	-1	0	4	10	1	1
47	BLOOD VESSEL	ROOT	-1	-1	0	4	0	1
48	BACK	BEHIND	1	1	12	2	2	0
49	HEAD	MIND	1	1	6	0	4	0
50	FACE	CHEEK	1	-1	12	0	0	1
51	MOUTH	DOOR	1	1	5	2	1	0
52	NECK	THROAT	1	1	10	2	1	0
53	FOOT	BOTTOM	-1	1	3	4	1	0
54	FOOTPRINT	SCAR	-1	1	2	5	1	0
55	WING	FEATHER	1	-1	7	4	0	1
56	HEART	MIND	1	1	4	3	4	0
57	STOMACH	WOMB	1	1	5	0	1	0
58	INTESTINES	SAUSAGE	1	1	6	3	3	0
59	BUTTOCKS	BOTTOM	-1	-1	0	4	1	2
60	TESTICLES	FRUIT	-1	-1	0	8	0	1
61	PREGNANT	HEAVY	-1	-1	0	4	0	6
62	SEEM	SEE	-1	-1	0	4	0	2
63	HEALTHY	GOOD	-1	-1	2	14	0	1
64	FEVER	HOT	-1	-1	3	9	0	3
65	BRUISE	BLUE	-1	-1	0	5	0	3
66	UNRIPE	GREEN	1	-1	4	3	0	6
67	POTATO	SWEET POTATO	-1	-1	4	6	0	2
68	DWELL (LIVE, RESIDE)	SIT	1	-1	4	2	0	6
69	HOUSE	ROOM	1	0	8	0	1	1
70	PLANT (VEGETATION)	FLOWER	1	-1	5	0	0	1
71	PINE	FIR	1	1	4	3	1	0
72	SELL	GIVE	-1	-1	0	4	0	1
73	SILVER	MONEY	-1	1	3	7	17	6
74	THROW	SHOOT	1	1	4	0	6	0
75	GET	FIND	1	-1	4	0	0	1
76	LEAD (GUIDE)	RULE	1	1	4	0	3	0
77	FIND	SEE	-1	-1	0	6	0	5
78	SHARE	DIVIDE	-1	-1	6	10	0	1
79	AFTER	BEHIND	0	-1	9	9	0	2
80	FAR	LONG	-1	-1	2	4	0	1
81	BIG	LOUD	1	1	6	0	1	0
82	BIG	THICK	1	-1	4	0	1	2
83	SMALL	YOUNG	1	1	4	2	3	0
84	LONG	FOR A LONG TIME	1	1	10	0	2	0
85	NARROW	THIN (OF SHAPE OF OBJECT)	-1	-1	0	4	0	1
86	STRAIGHT	CORRECT (RIGHT)	1	1	4	3	5	0
87	EARLY	SOON	1	-1	5	0	0	1
88	EARLY	MORNING	-1	1	8	10	2	1
89	NOW	SOON	1	1	4	3	1	0
90	NIGHT	EVENING	1	1	10	0	1	0
91	MORNING	TOMORROW	-1	1	4	5	4	0
92	YEAR	SUMMER	1	-1	5	0	1	3
93	HOUR	CLOCK	-1	1	5	6	4	0
94	WEEK	SUNDAY	1	-1	11	2	0	6
95	WEEK	FRIDAY	1	-1	9	0	0	1
96	WEEK	SATURDAY	1	-1	9	0	0	1
97	SPRINGTIME	SUMMER	-1	1	2	5	1	0
98	BITTER	SOUR	1	-1	5	0	0	1
99	LOVE	WANT	-1	1	3	5	3	1
100	GOOD	BEAUTIFUL	1	-1	20	3	0	4
101	READ	SING	1	-1	4	0	0	4
102	READ	SPEAK	-1	1	0	10	2	0
103	SPEECH	WORD	-1	-1	2	10	0	8
104	PAPER	BOOK	1	1	8	0	3	0
105	COUNTRY	PEOPLE	1	-1	5	0	0	1
106	BATTLE	ARMY	1	-1	4	0	0	1
